Input-Output-Tabelle (Revision 2019) -;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Inländische Produktion (Herstellungspreise):;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Deutschland, Jahre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Input-Output-Rechnung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Inländische Produktion (Herstellungspreise) (Mill. EUR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Letzte Verwendung von Gütern;Letzte Verwendung von Gütern;Letzte Verwendung von Gütern;Letzte Verwendung von Gütern;Letzte Verwendung von Gütern;Letzte Verwendung von Gütern;Letzte Verwendung von Gütern;Letzte Verwendung von Gütern;Letzte Verwendung von Gütern;Letzte Verwendung von Gütern;Letzte Verwendung von Gütern;Letzte Verwendung von Gütern;Gesamte Verwendung von Gütern
2017;  Holz,Holz- u.Korkwaren (oh.Möbel),Flecht- u.Korbw.;30;-;1;41;1;31;119;23;5801;185;3;-;194;-;-;27;62;36;15;19;187;74;39;282;163;562;1270;87;8;4;1;29;393;620;2992;15;74;57;7;-;-;34;7;38;-;6;34;-;3;-;1;88;17;2;35;24;7;6;-;-;266;118;3;95;35;16;21;17;2;3;930;-;15260;1403;-;-;64;3516;-1171;6363;4236;2878;1358;2127;10175;25435
2017;  Papier, Pappe und Waren daraus;-;3;5;4;3;132;2638;258;117;10282;1425;-;1184;505;310;126;70;-;-;2;305;390;438;244;151;42;379;93;1;5;3;3;-;-;30;4;1483;986;6;-;3;19;27;29;159;9;8;-;39;1;2;4;190;136;94;41;196;16;24;4;362;26;9;13;24;47;12;9;17;-;19;-;23166;4773;-;-;-;-;-1783;16760;12560;8018;4542;4200;19750;42916
2017;  Druckereileist., besp. Ton-, Bild- u. Datenträger;17;4;1;6;3;19;152;120;44;108;1965;17;99;43;68;13;27;43;33;21;112;135;133;229;369;32;166;48;16;28;10;88;11;11;61;202;452;1715;82;5;12;37;241;36;3455;513;422;-;514;74;8;41;754;197;220;166;360;82;154;271;642;516;122;223;76;419;74;19;193;8;29;-;16586;2101;-;-;1;-;-767;1533;953;648;305;580;2868;19454
2017;  Kokerei- und Mineralölerzeugnisse;716;80;6;-;7;217;99;14;29;27;10;4669;3295;1;14;16;376;1088;34;47;54;30;85;71;188;34;22;26;937;-;-;234;278;480;770;211;1953;369;1162;262;53;1303;310;124;28;21;40;34;10;1;3;21;168;42;108;8;81;26;9;15;241;477;5;91;129;59;60;30;62;2;126;-;21598;17638;-;224;-;-;-1359;14580;9283;6650;2633;5297;31083;52681
2017;  Chemische Erzeugnisse;865;7;1;16;-;296;88;683;1048;416;94;193;38400;-;4036;86;562;269;269;395;605;182;112;499;1002;246;291;115;3;8;14;153;60;50;1519;228;-;74;19;12;5;1;5;138;38;2;1;-;3;1;-;18;11;21;215;-;16;2;2;-;919;443;2;65;250;96;17;39;4;26;269;-;55525;6156;-;163;-;-;990;97176;59789;41546;18243;37387;104485;160010
2017;  Pharmazeutische Erzeugnisse;22;-;-;-;-;7;-;-;-;-;-;-;885;3300;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;106;-;36;-;-;-;-;-;-;-;504;438;-;-;-;-;-;-;5300;11437;-;7840;-;-;-32070;41924;17858;12575;5283;24066;29131;34431
2017;  Gummi- und Kunststoffwaren;40;7;-;4;1;5;1268;171;106;371;51;38;607;271;8157;13;54;18;-;-;441;574;1236;4267;9417;309;814;670;1;-;7;159;923;759;6445;977;271;591;110;-;4;120;14;61;-;-;44;-;-;-;-;41;9;111;244;32;70;-;-;-;438;118;2;6;182;191;1;-;-;65;7;-;40913;2447;-;-;600;721;-1646;35756;25065;14958;10107;10691;37878;78791
2017;  Glas und Glaswaren;42;-;-;-;-;-;192;-;501;-;-;-;5;152;251;1050;-;5;-;-;349;321;115;63;352;14;122;90;-;-;-;1;7;1;208;59;-;5;-;-;-;-;-;13;-;-;-;-;-;-;-;2;-;5;33;2;3;-;-;-;165;11;-;12;23;17;-;2;-;-;-;-;4193;1652;-;-;50;-;-142;4773;3078;2072;1006;1695;6333;10526
2017;  Keramik, bearbeitete Steine und Erden;172;25;-;-;-;-;3;105;6;-;-;2;62;-;-;-;4485;215;16;82;15;33;118;113;69;19;3;98;83;-;25;-;6914;4767;5877;-;-;6;21;3;-;63;10;32;-;-;139;-;-;-;-;34;-;-;17;16;-;11;-;-;183;314;1;1;10;19;20;1;4;-;68;-;24280;2821;-;-;27;3680;-2739;7397;4656;3050;1606;2741;11186;35466
2017;  Roheisen, Stahl, Erz.d.erst. Bearb.v.Eisen u.Stahl;12;2;-;15;7;35;73;-;18;16;-;8;23;4;86;-;14;45499;-;661;5038;103;787;2540;3848;268;43;691;12;97;35;-;293;261;680;16;-;70;83;-;-;20;-;-;-;-;13;-;-;-;-;-;-;33;102;1;9;-;-;-;20;8;-;1;-;-;-;-;-;-;-;-;61545;-;-;-;251;684;-557;23429;16959;10767;6192;6470;23807;85352
2017;  NE-Metalle und Halbzeug daraus;-;-;-;-;-;-;10;2;-;35;8;7;41;7;51;-;-;168;12139;1032;1985;396;885;392;855;140;268;644;-;-;-;-;53;38;132;6;47;-;-;-;-;6;-;-;-;-;2;-;-;-;-;-;-;-;41;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;19402;-;-;-;-;-;232;21374;14347;8642;5705;7027;21606;41008
2017;  Gießereierzeugnisse;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;28;-;1164;1161;171;777;4582;8867;327;46;711;-;4;22;-;-;-;88;413;-;-;14;-;-;4;-;-;-;-;-;-;-;-;-;-;9;-;118;-;-;-;-;-;-;7;-;-;-;-;-;-;-;36;-;-;18552;-;-;-;486;88;-600;214;146;103;43;68;188;18740
2017;  Metallerzeugnisse;77;13;3;73;17;100;540;115;76;8;10;204;365;110;590;70;57;316;122;-;23566;1019;2004;11490;14024;4464;1343;3561;15;102;68;560;1120;529;7609;1188;-;132;148;-;-;220;18;25;8;13;38;-;-;-;-;126;-;-;427;23;4;-;-;-;602;184;10;28;33;31;5;-;19;44;1;-;77667;4827;-;-;4174;10341;1601;35002;22802;13416;9386;12200;55945;133612
2017;  DV-Geräte, elektronische und optische Erzeugnisse;1;-;-;-;-;5;32;2;-;8;120;9;7;91;-;-;-;29;-;14;60;2570;982;221;366;116;910;1160;467;62;42;-;2;-;26;20;-;36;18;10;1;19;34;5;12;139;1137;71;3;6;4;2;39;3;267;4;19;2;-;1;230;247;14;80;142;122;20;2;5;33;8;-;10057;7518;-;298;7323;118;-14391;63312;29659;18199;11460;33653;64178;74235
2017;  Elektrische Ausrüstungen;18;2;-;-;1;11;8;7;-;-;7;6;39;-;14;6;-;78;-;22;135;188;10448;2227;2551;351;306;876;1633;-;7;-;14;12;5436;80;51;41;71;1;1;131;6;335;7;3;102;-;1;2;-;15;-;-;133;9;1;-;-;-;140;48;-;5;8;23;12;-;3;29;79;-;25740;6368;-;-;5076;1793;1292;53883;29187;17141;12046;24696;68412;94152
2017;  Maschinen;484;122;-;9;15;66;729;50;-;17;80;15;135;30;112;35;88;114;-;24;1185;138;288;38842;3311;852;273;2021;26;22;197;13;-;17;2221;204;63;125;22;-;-;16;17;88;5;1;60;-;-;1;-;-;5;-;253;1;8;-;-;-;53;48;-;1;92;27;1;-;-;31;10;-;52663;1495;-;-;37141;1428;-488;148312;72551;43620;28931;75761;187888;240551
2017;  Kraftwagen und Kraftwagenteile;196;4;-;-;-;3;-;-;-;-;-;2;14;-;-;-;-;-;-;-;26;-;38;4845;104982;-;-;115;39;22;21;-;-;-;-;2666;-;-;935;-;-;573;-;-;-;-;-;-;-;-;-;-;-;-;1067;-;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;115618;41537;-;-;20052;-;24164;204371;113559;64777;48782;90812;290124;405742
2017;  Sonstige Fahrzeuge;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;3;-;-;-;-;-;-;8822;-;2131;3;-;1;1;-;-;-;4;-;-;10;-;282;-;-;-;-;-;-;1;-;-;-;-;-;8;47;-;-;-;-;-;25;2776;-;-;-;2;1;3;-;-;-;-;14125;1939;-;375;7235;69;-6132;35476;22883;16618;6265;12593;38962;53087
2017;  Möbel und Waren, a.n.g.;2;1;-;2;1;2;-;22;-;-;3;1;3;-;1;-;-;3;-;1;5;243;-;7;26;-;1068;17;-;-;-;1;15;5;8;-;1;3;3;-;-;1;-;9;-;-;3;-;-;-;-;-;2;-;70;-;20;-;-;-;4;18;-;32;1864;190;28;-;66;-;-;-;3751;17477;-;729;7814;97;-1669;24438;14987;10504;4483;9451;48886;52637
2017;  Rep., Instandh. u. Inst. v. Maschinen u. Ausrüst.;50;8;1;455;36;126;808;242;332;579;102;109;1763;1;361;168;603;1916;470;587;2443;770;937;4002;4777;486;328;1126;1934;104;65;5;10;5;129;19;3;165;1020;513;599;66;18;38;3;47;710;-;-;7;-;225;-;19;812;3;161;-;106;-;102;310;1;42;236;206;9;1;-;-;7;-;31286;320;-;-;15282;715;2430;5692;2485;1510;975;3207;24439;55725
2017;  Elektr.Strom,DL d.Elektriz.-,Wärme-u.Kälteversorg.;802;8;8;162;41;383;1727;308;312;1161;249;1075;2974;46;1457;338;953;1981;771;614;1471;428;483;1222;1565;152;217;243;24129;568;980;-;245;-;418;758;1856;3640;2140;-;7;500;414;1913;171;152;705;201;528;206;108;850;458;192;683;57;257;110;27;62;699;1549;22;750;1909;949;231;231;182;35;790;-;70833;32018;-;440;-;-;4992;3770;2686;1808;878;1084;41220;112053
2017;  Indust.erz.Gase, Dienstleistungen d.Gasversorgung;-;-;-;2;-;185;890;99;65;600;110;87;613;40;187;256;350;991;125;121;391;58;110;87;167;20;53;42;846;3474;-;6;13;10;77;180;199;484;22;-;-;3;8;239;25;21;20;17;80;50;12;8;102;34;76;20;22;7;5;2;72;306;6;193;187;89;35;6;44;11;1;-;12661;7380;-;-;-;-;-5043;-;-;-;-;-;2337;14998
2017;  Wasser, Dienstleistungen der Wasserversorgung;120;1;1;21;-;49;300;34;8;120;13;14;204;6;47;25;70;89;29;31;131;47;54;121;119;3;23;23;10;-;4;25;23;18;76;44;47;75;36;1;1;35;27;280;24;5;28;17;38;24;1;20;85;30;61;14;24;5;3;2;77;113;32;166;196;108;28;143;24;5;218;-;3896;6974;-;-;-;-;27;-;-;-;-;-;7001;10897
2017;  DL d. Abwasser-, Abfallentsorgung u. Rückgewinnung;816;15;3;34;-;418;2283;336;301;2705;23;32;1487;33;1903;481;488;1625;1065;669;883;86;113;198;336;5;190;53;126;8;-;8025;27;20;199;193;308;1007;70;-;-;135;61;1310;79;34;110;112;270;92;12;43;247;87;265;35;64;42;20;-;720;2446;90;213;752;476;104;200;81;26;406;-;35096;13578;-;1179;-;-;105;8745;6810;5664;1146;1935;23607;58703
2017;  Hochbauarbeiten;20;1;1;5;-;4;18;4;3;-;3;2;16;-;7;1;1;5;2;3;11;3;11;32;33;-;-;3;1;26;28;8;1923;1299;889;15;15;42;27;-;-;62;17;6;8;12;63;5;-;4;1;2156;14;2;20;3;9;4;-;1;37;45;8;158;54;37;7;-;10;2;4;-;7211;-;-;-;-;59736;-;410;270;158;112;140;60146;67357
2017;  Tiefbauarbeiten;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1144;244;-;1391;-;-;-;-;1;-;-;-;-;1294;-;-;-;-;-;-;-;-;-;6500;-;-;36;-;-;-;-;-;-;-;-;-;1125;-;-;-;-;-;-;-;11735;-;-;-;-;32624;-;265;175;103;72;90;32889;44624
2017;  Vorb.Baustellen-,Bauinstallations-,Ausbauarbeiten;740;125;6;152;-;199;1139;253;180;265;295;268;835;140;385;70;311;903;148;193;676;319;386;742;929;18;155;154;2149;306;366;2320;5799;2178;14710;712;1333;2152;957;-;19;1816;755;1803;509;479;1386;494;907;572;26;32480;2035;660;645;344;738;377;387;96;2442;7405;970;2018;2414;1168;652;137;760;37;389;-;107888;5194;-;-;-;103006;-;1320;870;511;359;450;109520;217408
2017;  Handelsleistungen mit Kfz, Instandh. und Reparatur;103;19;-;7;-;84;272;30;95;65;40;27;69;2;-;13;163;41;18;8;143;67;42;1030;17496;928;73;49;70;41;8;419;127;96;484;2538;211;2337;1754;-;-;2981;3598;241;88;36;212;10;68;60;50;23;238;96;556;75;133;756;5;22;208;862;44;138;187;125;79;10;15;12;15;-;39912;26830;-;-;6259;-;-;14099;5604;3502;2102;8495;47188;87100
2017;  Großhandelsleistungen (oh.Handelsleistungen m.Kfz);2868;329;23;64;18;410;10056;1325;1340;1326;718;372;4763;520;1630;469;1917;2341;658;566;4016;4106;3866;6794;7117;1446;3198;3302;1574;57;128;1492;1818;1840;12771;1162;4272;2130;804;309;26;717;262;4574;521;196;712;258;141;97;61;165;618;490;1254;190;542;78;41;24;1976;2804;110;742;6385;2333;432;101;350;152;710;-;120977;60572;-;3439;13060;-;-;78114;47056;31078;15978;31058;155185;276162
2017;  Einzelhandelsleistungen (ohne Handelsleist.m.Kfz);1569;49;12;21;2;135;5124;481;819;259;229;114;1592;248;667;152;648;224;42;137;1043;3222;1754;1806;2760;2025;1533;1137;510;39;59;117;468;352;3478;486;696;838;287;146;31;185;113;4679;336;63;306;102;83;51;51;112;494;339;568;148;559;55;47;11;914;1703;72;617;7703;2902;344;84;207;85;435;-;58679;129028;-;6992;3501;-;-;-;-;-;-;-;139521;198200
2017;  Landverkehrs- u. Transportleist. in Rohrfernleit.;109;25;-;19;19;253;1976;142;412;710;52;3966;1347;46;631;49;1514;2313;282;101;375;442;287;883;2784;42;559;187;851;539;24;17;127;97;193;175;13085;2162;6003;-;-;14180;-;7;388;58;12;32;82;22;6;-;21;3;862;1;34;-;-;5448;143;1844;7;4012;14;-;13;12;745;5;6;-;70755;28289;-;447;-;-;-;4385;3600;2276;1324;785;33121;103876
