Input-Output-Tabelle (Revision 2019) -;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Inländische Produktion (Herstellungspreise):;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Deutschland, Jahre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Input-Output-Rechnung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Inländische Produktion (Herstellungspreise) (Mill. EUR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Input der Produktionsbereiche;Letzte Verwendung von Gütern;Letzte Verwendung von Gütern;Letzte Verwendung von Gütern;Letzte Verwendung von Gütern;Letzte Verwendung von Gütern;Letzte Verwendung von Gütern;Letzte Verwendung von Gütern;Letzte Verwendung von Gütern;Letzte Verwendung von Gütern;Letzte Verwendung von Gütern;Letzte Verwendung von Gütern;Letzte Verwendung von Gütern;Gesamte Verwendung von Gütern
2015;  Holz,Holz- u.Korkwaren (oh.Möbel),Flecht- u.Korbw.;38;-;1;53;1;30;141;25;6666;201;4;-;221;-;-;28;70;35;15;22;192;83;56;310;202;487;1421;97;14;-;-;39;420;619;3113;15;79;48;3;-;-;36;5;30;-;9;33;-;2;1;2;97;17;4;21;39;9;8;-;-;244;124;1;115;23;12;14;23;-;3;1032;-;16653;1302;-;-;97;3372;44;5784;3980;2706;1274;1804;10599;27252
2015;  Papier, Pappe und Waren daraus;2;-;3;4;3;119;2195;246;110;10228;1157;-;1230;489;247;117;74;1;-;2;259;330;412;230;144;31;322;80;1;4;2;4;-;-;90;7;1418;954;8;-;3;24;32;37;134;16;12;-;50;12;4;6;179;131;59;50;191;17;16;4;293;36;13;20;56;61;11;10;16;10;17;-;22043;4174;-;-;-;-;-1104;16354;12245;7806;4439;4109;19424;41467
2015;  Druckereileist., besp. Ton-, Bild- u. Datenträger;17;2;1;6;3;16;151;107;40;73;1870;17;93;42;59;12;22;38;29;22;101;112;120;218;354;25;150;40;16;22;8;74;11;9;55;204;477;1694;77;5;12;32;325;35;3490;314;394;-;575;155;13;47;768;197;138;200;352;94;106;242;537;527;105;217;70;285;72;17;132;8;24;-;15875;2143;-;-;4;-;-1315;1811;1286;968;318;525;2643;18518
2015;  Kokerei- und Mineralölerzeugnisse;825;101;6;-;9;125;106;18;31;25;13;5499;3021;-;23;14;285;926;31;54;60;32;58;86;215;31;31;26;724;-;-;285;312;442;826;165;1686;388;1309;374;11;1195;404;147;34;33;44;47;15;19;8;57;231;76;68;29;84;22;6;20;156;547;5;52;161;81;77;44;94;2;153;-;22084;17764;-;176;-;-;-2856;17341;10116;6823;3293;7225;32425;54509
2015;  Chemische Erzeugnisse;934;-;1;20;-;281;180;829;1191;353;96;245;40398;824;3866;93;447;260;242;461;600;254;81;602;1083;161;230;101;5;-;18;129;54;43;1667;205;-;49;15;15;4;2;4;120;18;3;1;-;5;4;-;15;7;12;117;2;19;2;2;-;706;305;1;45;186;53;15;41;-;18;192;-;57932;5815;-;129;-;-;1368;89840;54727;38095;16632;35113;97152;155084
2015;  Pharmazeutische Erzeugnisse;24;-;-;-;-;-;-;-;-;-;-;-;-;3938;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;41;-;-;-;-;-;-;-;662;543;-;-;-;-;-;-;5250;10685;-;7742;-;-;-29704;40711;18623;12160;6463;22088;29434;34684
2015;  Gummi- und Kunststoffwaren;53;3;-;6;-;6;1257;217;92;365;50;30;908;287;7195;17;47;12;-;4;381;523;1148;3980;9278;214;724;569;1;-;5;151;836;637;6048;914;342;588;95;-;3;103;11;48;-;-;35;-;8;2;-;49;-;117;131;48;67;-;-;-;406;125;3;6;142;145;-;-;-;51;3;-;38486;1938;-;-;511;693;-657;32900;23390;14068;9322;9510;35385;73871
2015;  Glas und Glaswaren;32;-;-;-;-;-;221;-;486;-;-;-;8;132;209;882;-;2;-;-;282;249;92;55;305;7;104;60;-;-;-;-;7;-;112;56;-;1;-;-;-;-;-;9;-;-;-;-;-;-;-;2;-;5;21;4;1;-;-;-;147;6;-;7;12;14;-;3;-;-;-;-;3533;1693;-;-;58;-;-534;4470;2867;1926;941;1603;5687;9220
2015;  Keramik, bearbeitete Steine und Erden;165;21;-;-;-;1;2;119;9;1;-;1;115;-;-;-;4068;256;15;95;26;40;130;144;83;17;9;116;238;-;30;-;6274;3780;5783;-;-;7;10;3;-;65;7;27;-;-;121;-;-;-;-;40;-;-;13;21;-;16;-;-;169;311;-;1;11;16;19;6;5;-;75;-;22481;2507;-;-;29;3172;-2110;6872;4353;2858;1495;2519;10470;32951
2015;  Roheisen, Stahl, Erz.d.erst. Bearb.v.Eisen u.Stahl;12;2;-;17;9;39;64;-;25;19;-;6;266;4;58;-;5;43684;-;700;4424;100;675;2459;3297;248;37;564;120;73;51;-;252;184;604;14;-;67;135;-;-;16;-;-;-;-;12;-;-;-;-;-;-;37;48;3;10;-;1;-;19;10;-;1;-;-;-;-;-;-;-;-;58371;-;-;-;142;516;-361;22339;15993;10563;5430;6346;22636;81007
2015;  NE-Metalle und Halbzeug daraus;-;-;-;-;-;1;5;-;-;14;3;10;207;8;21;1;-;140;12311;1163;1595;356;926;290;680;74;214;458;-;-;-;-;35;22;88;7;54;-;-;-;-;9;-;-;-;-;1;-;-;-;-;-;-;-;19;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;18719;-;-;-;-;-;394;19533;15538;7873;7665;3995;19927;38646
2015;  Gießereierzeugnisse;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;41;-;1027;1082;121;607;4649;7538;282;38;627;-;4;19;-;-;-;103;434;-;3;15;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;5;-;-;-;-;-;-;-;25;-;-;16680;-;-;-;488;97;1746;234;155;107;48;79;2565;19245
2015;  Metallerzeugnisse;81;8;4;91;24;87;366;114;75;4;10;178;370;71;438;53;48;265;75;-;22270;1041;1994;11415;12971;3187;1375;3044;56;40;65;547;1046;469;6621;950;53;145;129;1;-;206;21;37;7;12;30;-;5;3;-;145;-;-;222;33;3;-;-;-;425;172;6;26;29;24;3;-;14;36;2;-;71242;5529;-;-;3267;9242;1506;33074;21116;12567;8549;11958;52618;123860
2015;  DV-Geräte, elektronische und optische Erzeugnisse;1;-;-;-;-;4;30;3;-;4;86;10;17;63;4;-;-;26;-;12;55;2761;1016;155;351;21;631;749;344;44;39;-;3;-;55;21;57;51;19;5;1;19;38;7;15;275;1200;91;16;7;9;5;49;16;152;14;19;6;-;1;189;275;12;96;132;105;12;7;3;26;11;-;9445;6949;-;242;7214;117;-9855;55772;24746;15705;9041;31026;60439;69884
2015;  Elektrische Ausrüstungen;19;2;-;-;1;10;12;9;-;-;6;5;45;-;14;5;-;75;-;24;148;209;10723;2401;2662;242;310;773;1847;-;11;-;11;7;5397;72;116;35;70;1;1;111;10;328;7;5;86;5;5;5;1;22;-;-;84;12;-;-;-;-;120;39;-;6;8;21;9;2;2;27;86;-;26264;5597;-;-;5169;1506;1357;48865;26107;15403;10704;22758;62494;88758
2015;  Maschinen;679;136;-;35;19;74;813;94;-;28;46;14;145;21;125;33;72;104;-;56;1031;82;282;33003;4493;656;253;1584;42;8;163;43;-;6;1996;221;75;137;30;-;-;11;17;76;3;1;46;-;1;1;-;-;-;-;114;-;5;-;-;-;22;44;-;-;87;18;1;-;-;25;3;-;47074;1368;-;-;34714;1384;1889;140288;67031;39699;27332;73257;179643;226717
2015;  Kraftwagen und Kraftwagenteile;149;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;4108;98081;-;-;77;35;19;22;-;-;-;16;2088;29;47;701;-;-;446;-;1;-;-;-;-;1;-;-;-;-;-;482;-;-;-;-;-;3;57;-;-;-;-;3;6;-;-;-;-;106382;40320;-;-;15771;-;5178;199808;103254;55200;48054;96554;261077;367459
2015;  Sonstige Fahrzeuge;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;7343;-;1879;1;-;-;-;-;-;-;4;-;-;12;-;372;-;-;-;-;-;-;1;-;-;-;-;1;8;41;-;-;-;-;-;27;1228;-;-;-;2;1;3;-;-;-;-;10931;1918;-;296;7245;52;-7500;28107;16629;13849;2780;11478;30118;41049
2015;  Möbel und Waren, a.n.g.;-;1;-;2;1;2;-;28;1;-;2;1;1;-;-;-;-;1;-;3;2;233;-;-;109;-;1061;11;-;-;-;1;5;-;3;-;1;-;2;-;-;1;-;30;-;2;2;-;1;2;-;-;1;-;40;-;20;-;-;-;3;4;-;30;1793;208;7;-;54;-;1;-;3670;17099;-;595;7946;97;-2759;22270;13524;9470;4054;8746;45248;48918
2015;  Rep., Instandh. u. Inst. v. Maschinen u. Ausrüst.;42;-;1;552;58;221;817;238;378;573;94;112;1610;-;361;131;627;1848;417;674;2161;633;904;3241;4202;426;249;846;1992;24;45;8;18;11;151;16;31;173;1163;760;483;66;20;40;3;66;811;-;1;13;-;326;-;17;796;4;151;-;103;-;82;226;1;43;268;229;7;1;-;-;6;-;29571;280;-;-;14617;717;-2079;6791;2964;1806;1158;3827;20326;49897
2015;  Elektr.Strom,DL d.Elektriz.-,Wärme-u.Kälteversorg.;781;-;7;167;45;314;1535;280;308;1057;206;1003;2839;42;1205;276;829;1902;684;604;1211;387;448;1107;1268;110;206;167;22683;13;810;-;213;-;336;631;1618;3059;1875;-;8;463;384;1730;160;168;610;175;601;261;107;665;380;170;769;52;241;118;16;38;540;1338;19;657;1761;787;194;213;159;30;688;-;63728;31663;-;292;-;-;-102;4635;3469;2482;987;1166;36488;100216
2015;  Indust.erz.Gase, Dienstleistungen d.Gasversorgung;-;-;-;-;-;145;809;87;60;540;98;77;578;29;167;228;248;976;108;114;346;49;97;81;139;16;48;37;1420;1965;-;-;12;9;68;166;179;417;19;-;-;2;7;212;23;23;17;18;74;48;11;7;89;32;64;17;20;6;4;2;63;266;5;175;168;79;30;5;38;10;1;-;10848;7658;-;-;-;-;-8574;-;-;-;-;-;-916;9932
2015;  Wasser, Dienstleistungen der Wasserversorgung;116;1;1;23;-;38;272;30;7;112;12;13;203;8;46;22;66;85;26;31;122;43;51;115;108;3;22;19;12;-;4;23;20;15;69;40;45;67;33;1;1;32;24;265;24;6;25;18;38;26;1;18;77;27;64;13;22;5;3;2;64;101;27;156;183;98;27;132;22;5;190;-;3620;6452;-;-;-;-;12;-;-;-;-;-;6464;10084
2015;  DL d. Abwasser-, Abfallentsorgung u. Rückgewinnung;730;4;3;36;-;321;2131;289;282;2384;20;33;1436;31;1471;394;415;1412;852;600;509;78;99;201;328;7;162;44;116;2;-;6486;26;17;186;187;289;934;67;-;-;129;59;1291;78;40;100;117;281;104;12;30;234;83;279;33;61;48;18;-;549;1999;80;210;744;436;95;190;77;24;370;-;30353;13160;-;926;-;-;67;8152;6491;5289;1202;1661;22305;52658
2015;  Hochbauarbeiten;27;1;1;6;-;6;29;4;3;1;4;2;35;-;12;3;4;10;2;4;17;7;16;42;39;-;2;5;85;6;31;31;1582;836;778;19;17;55;34;-;-;75;22;9;9;15;72;8;9;14;1;2028;19;4;28;4;12;7;-;1;35;58;11;154;73;44;8;2;13;2;5;-;6498;-;-;-;-;54610;-;392;253;148;105;139;55002;61500
2015;  Tiefbauarbeiten;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;822;142;-;939;-;-;-;-;1;-;-;-;-;912;-;-;-;-;-;-;-;-;-;4134;-;-;32;-;-;-;-;-;-;-;-;-;772;-;-;-;-;-;-;-;7754;-;-;-;-;29246;-;237;153;89;64;84;29483;37237
2015;  Vorb.Baustellen-,Bauinstallations-,Ausbauarbeiten;715;96;6;185;-;186;1104;229;176;251;262;241;848;178;379;67;296;799;132;192;632;298;360;724;813;34;154;129;2157;160;300;2098;4655;1753;13169;657;1223;1912;846;-;20;1900;711;1681;479;517;1194;485;928;639;26;27696;1818;596;718;316;653;408;235;70;1952;6511;824;1899;2277;976;560;121;683;31;336;-;95676;5189;-;-;-;96282;-;1264;814;478;336;450;102735;198411
2015;  Handelsleistungen mit Kfz, Instandh. und Reparatur;110;13;-;7;-;75;306;30;114;73;42;29;83;12;4;11;176;37;17;22;149;78;82;1179;18567;585;81;57;104;28;2;454;136;100;525;1411;236;1759;1744;-;1;3209;3822;233;101;51;204;18;87;64;47;24;223;93;379;62;124;866;9;18;174;838;45;135;190;116;78;17;16;14;16;-;39712;26759;-;-;5341;-;-;10287;4129;2348;1781;6158;42387;82099
2015;  Großhandelsleistungen (oh.Handelsleistungen m.Kfz);2938;204;14;71;27;285;8779;1442;1412;1240;488;283;3814;816;1507;376;1634;1846;471;467;3265;4094;3444;5935;6626;1137;3044;2603;1366;-;110;1245;1736;1487;11803;1003;4538;1955;824;405;22;678;299;3774;497;214;479;402;179;128;68;161;595;473;911;181;517;89;41;18;1458;2472;113;756;5903;1850;469;110;421;127;661;-;108800;57357;-;3231;12362;-;-;70640;41532;27272;14258;29110;143590;252390
2015;  Einzelhandelsleistungen (ohne Handelsleist.m.Kfz);1484;20;10;24;1;77;4053;491;729;249;200;105;1101;255;537;116;622;190;46;141;814;3173;1308;1520;1888;1565;1086;877;471;14;48;101;402;265;3059;383;617;673;268;164;24;174;112;3769;318;110;232;109;81;55;49;87;419;290;352;122;467;52;33;8;644;1499;60;574;7454;2508;307;86;186;64;311;-;49703;123128;-;6546;3337;-;-;-;-;-;-;-;133011;182714
2015;  Landverkehrs- u. Transportleist. in Rohrfernleit.;104;10;-;24;20;223;1972;136;424;692;49;4087;1368;45;645;45;1443;2370;267;111;364;398;277;925;2779;21;543;165;953;450;20;7;117;80;182;176;12517;2086;5605;-;-;13624;-;7;384;68;10;37;89;29;6;-;21;4;960;1;33;-;-;4024;138;1482;6;4282;13;-;12;12;621;4;6;-;67573;26816;-;350;-;-;-;4053;3329;2082;1247;724;31219;98792
2015;  Schifffahrtsleistungen;2;-;2;6;1;38;23;-;-;10;-;40;55;1;14;-;11;51;6;-;5;8;7;5;-;-;6;-;66;-;-;-;-;-;1;1;665;-;-;69;-;63;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;86;-;2;-;-;-;-;-;-;-;-;-;-;1249;2354;-;-;-;-;-929;23810;6366;3964;2402;17444;25235;26484
